,ds,y,view_duration
442,2017-04-19 10:00:00,1276.0,6992423.0
443,2017-04-19 11:00:00,2238.0,8598566.0
444,2017-04-19 12:00:00,1758.0,14470423.0
445,2017-04-19 13:00:00,2351.0,14677542.0
446,2017-04-19 14:00:00,1269.0,6272559.0
447,2017-04-19 15:00:00,1339.0,5669211.0
448,2017-04-19 16:00:00,1413.0,5639687.0
449,2017-04-19 17:00:00,1727.0,6778490.0
450,2017-04-19 18:00:00,1902.0,11034627.0
451,2017-04-19 19:00:00,2837.0,15363769.0
452,2017-04-19 20:00:00,3022.0,14253801.0
453,2017-04-19 21:00:00,3882.0,21144826.0
454,2017-04-19 22:00:00,2299.0,14892698.0
455,2017-04-19 23:00:00,1036.0,6523173.0
456,2017-04-20 00:00:00,1679.0,5986916.0
457,2017-04-20 01:00:00,543.0,2056285.0
458,2017-04-20 02:00:00,184.0,1140857.0
459,2017-04-20 03:00:00,504.0,3574650.0
460,2017-04-20 04:00:00,222.0,1158000.0
461,2017-04-20 05:00:00,165.0,1043000.0
462,2017-04-20 06:00:00,1129.0,6999695.0
463,2017-04-20 07:00:00,919.0,5860755.0
464,2017-04-20 08:00:00,1582.0,6500452.0
465,2017-04-20 09:00:00,2156.0,11384138.0
466,2017-04-20 10:00:00,1721.0,8171236.0
467,2017-04-20 11:00:00,2916.0,14535146.0
468,2017-04-20 12:00:00,2016.0,8997988.0
469,2017-04-20 13:00:00,1541.0,6901475.0
470,2017-04-20 14:00:00,2436.0,13449170.0
471,2017-04-20 15:00:00,1693.0,8972679.0
472,2017-04-20 16:00:00,1498.0,5984379.0
473,2017-04-20 17:00:00,1704.0,7048399.0
474,2017-04-20 18:00:00,1257.0,4149190.0
475,2017-04-20 19:00:00,1927.0,8434910.0
476,2017-04-20 20:00:00,1548.0,9557999.0
477,2017-04-20 21:00:00,2404.0,13662988.0
478,2017-04-20 22:00:00,1302.0,8605072.0
479,2017-04-20 23:00:00,760.0,2941499.0
480,2017-04-21 00:00:00,1462.0,5956620.0
481,2017-04-21 01:00:00,570.0,2509325.0
482,2017-04-21 02:00:00,62.0,732000.0
483,2017-04-21 03:00:00,519.0,2602000.0
484,2017-04-21 04:00:00,0.0,0.0
485,2017-04-21 05:00:00,17.0,111000.0
486,2017-04-21 06:00:00,419.0,1601000.0
487,2017-04-21 07:00:00,819.0,3908883.0
488,2017-04-21 08:00:00,1701.0,7573371.0
489,2017-04-21 09:00:00,1825.0,9171548.0
490,2017-04-21 10:00:00,2005.0,8740199.0
491,2017-04-21 11:00:00,1674.0,6579417.0
492,2017-04-21 12:00:00,932.0,4086578.0
493,2017-04-21 13:00:00,1601.0,7571139.0
494,2017-04-21 14:00:00,1134.0,4336098.0
495,2017-04-21 15:00:00,1021.0,4558493.0
496,2017-04-21 16:00:00,1280.0,5570689.0
497,2017-04-21 17:00:00,1368.0,8659429.0
498,2017-04-21 18:00:00,1200.0,5169314.0
499,2017-04-21 19:00:00,1592.0,7760285.0
500,2017-04-21 20:00:00,2163.0,8109246.0
501,2017-04-21 21:00:00,1733.0,8250355.0
502,2017-04-21 22:00:00,1878.0,9190850.0
503,2017-04-21 23:00:00,1606.0,8928325.0
504,2017-04-22 00:00:00,1141.0,7652487.0
505,2017-04-22 01:00:00,361.0,2017669.0
506,2017-04-22 02:00:00,694.0,3461413.0
507,2017-04-22 03:00:00,255.0,912000.0
508,2017-04-22 04:00:00,118.0,1100530.0
509,2017-04-22 05:00:00,31.0,504000.0
510,2017-04-22 06:00:00,329.0,2843269.0
511,2017-04-22 07:00:00,565.0,4588023.0
512,2017-04-22 08:00:00,1328.0,6973251.0
513,2017-04-22 09:00:00,1755.0,10009600.0
514,2017-04-22 10:00:00,1199.0,6751823.0
515,2017-04-22 11:00:00,3414.0,19915175.0
516,2017-04-22 12:00:00,1968.0,12465797.0
517,2017-04-22 13:00:00,2025.0,12488719.0
518,2017-04-22 14:00:00,1789.0,9298745.0
519,2017-04-22 15:00:00,2359.0,12022447.0
520,2017-04-22 16:00:00,1749.0,10106871.0
521,2017-04-22 17:00:00,1439.0,15553726.0
522,2017-04-22 18:00:00,1795.0,9832006.0
523,2017-04-22 19:00:00,1188.0,7285044.0
524,2017-04-22 20:00:00,1564.0,12319796.0
525,2017-04-22 21:00:00,2538.0,19749657.0
526,2017-04-22 22:00:00,1817.0,9318763.0
527,2017-04-22 23:00:00,2030.0,9154909.0
528,2017-04-23 00:00:00,2331.0,15093974.0
529,2017-04-23 01:00:00,1867.0,8446296.0
530,2017-04-23 02:00:00,1119.0,5303833.0
531,2017-04-23 03:00:00,368.0,1892163.0
532,2017-04-23 04:00:00,646.0,5042463.0
533,2017-04-23 05:00:00,282.0,2841000.0
534,2017-04-23 06:00:00,682.0,3613399.0
535,2017-04-23 07:00:00,1713.0,8774556.0
536,2017-04-23 08:00:00,2488.0,15504536.0
537,2017-04-23 09:00:00,3094.0,16108897.0
538,2017-04-23 10:00:00,3789.0,17602284.0
539,2017-04-23 11:00:00,3699.0,18759820.0
540,2017-04-23 12:00:00,3843.0,20278466.0
541,2017-04-23 13:00:00,3726.0,16684088.0
542,2017-04-23 14:00:00,3195.0,18892139.0
543,2017-04-23 15:00:00,3702.0,19857402.0
544,2017-04-23 16:00:00,3765.0,18835757.0
545,2017-04-23 17:00:00,4005.0,22871418.0
546,2017-04-23 18:00:00,4570.0,25079428.0
547,2017-04-23 19:00:00,3892.0,22631407.0
548,2017-04-23 20:00:00,4549.0,24525340.0
